studentnummer;persoonsgebonden_nummer;selectiejaar;opleiding;instellingscode;geslacht;leeftijd;herkomst;hoogste_vooropleiding;gem_eindcijfer_vo;motivatiescore;cv_score;interview_score;totaalscore;rangorde;selectie_uitkomst
10492;10492.0;2022;B Gezondheidswetenschappen;DEMO;man;20;Suriname/Antillen;vwo profiel cultuur & maatschappij;7.5;6.85;6.1;6.03;6.29;74;geselecteerd
10493;;2022;B Gezondheidswetenschappen;DEMO;vrouw;17;Turkije;vwo profiel natuur & gezondheid;6.9;4.55;6.0;5.18;5.16;199;niet geselecteerd
10494;10494.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel economie & maatschappij;6.2;6.65;6.45;6.65;6.61;42;geselecteerd
10495;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Marokko;hbo-propedeuse;6.3;3.4;2.3;3.33;3.14;389;niet geselecteerd
10496;10496.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;hbo-propedeuse;6.8;5.9;7.5;6.52;6.53;51;geselecteerd
10497;10497.0;2022;B Gezondheidswetenschappen;DEMO;anders;20;Nederland;vwo profiel cultuur & maatschappij;6.7;5.7;6.45;6.47;6.24;77;geselecteerd
10498;10498.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;6.3;7.15;6.7;8.1;7.54;7;geselecteerd
10499;;2022;B Gezondheidswetenschappen;DEMO;man;19;Suriname/Antillen;vwo profiel natuur & gezondheid;6.9;4.8;4.5;4.53;4.61;277;niet geselecteerd
10500;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel cultuur & maatschappij;7.9;5.45;5.55;5.25;5.37;170;niet geselecteerd
10501;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;overig niet-westers;hbo-propedeuse;6.4;4.45;6.7;5.62;5.48;159;niet geselecteerd
10502;;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;Suriname/Antillen;vwo profiel cultuur & maatschappij;6.4;3.6;4.2;3.35;3.6;361;niet geselecteerd
10503;;2022;B Gezondheidswetenschappen;DEMO;man;18;Nederland;vwo profiel natuur & techniek;8.3;3.45;4.45;3.48;3.66;354;niet geselecteerd
10504;;2022;B Gezondheidswetenschappen;DEMO;vrouw;17;westerse achtergrond;vwo profiel economie & maatschappij;6.8;4.95;4.95;5.05;5.0;217;niet geselecteerd
10505;10505.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel economie & maatschappij;7.1;5.95;6.45;6.73;6.44;60;geselecteerd
10506;;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;Marokko;vwo profiel cultuur & maatschappij;6.7;3.05;2.9;2.7;2.84;403;niet geselecteerd
10507;;2022;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel natuur & gezondheid;7.7;3.4;3.45;3.6;3.51;369;niet geselecteerd
10508;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;7.2;4.7;5.3;4.73;4.84;238;niet geselecteerd
10509;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel cultuur & maatschappij;6.4;1.7;3.0;2.33;2.28;416;niet geselecteerd
10510;;2022;B Gezondheidswetenschappen;DEMO;man;21;Marokko;vwo profiel economie & maatschappij;7.5;5.9;4.3;3.62;4.44;286;niet geselecteerd
10511;;2022;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel natuur & gezondheid;7.5;5.35;4.4;4.45;4.71;258;niet geselecteerd
10512;;2022;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel natuur & gezondheid;7.2;5.05;4.95;5.38;5.2;192;niet geselecteerd
10513;;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;7.3;5.55;4.9;5.22;5.26;189;niet geselecteerd
10514;;2022;B Gezondheidswetenschappen;DEMO;man;17;Nederland;vwo profiel natuur & gezondheid;7.1;5.25;4.75;5.3;5.18;196;niet geselecteerd
10515;10515.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel cultuur & maatschappij;6.9;7.1;6.5;6.7;6.78;32;geselecteerd
10516;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;7.1;4.65;4.25;4.18;4.34;297;niet geselecteerd
10517;;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Marokko;vwo profiel cultuur & maatschappij;6.6;5.85;5.4;4.83;5.25;190;niet geselecteerd
10518;10518.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;hbo-propedeuse;5.3;6.55;5.75;6.22;6.22;78;geselecteerd
10519;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Suriname/Antillen;vwo profiel natuur & gezondheid;7.7;6.25;5.0;5.32;5.54;148;niet geselecteerd
10520;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;6.4;4.05;4.7;4.15;4.23;309;niet geselecteerd
10521;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;7.1;5.85;5.35;5.07;5.36;173;niet geselecteerd
10522;10522.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;overig niet-westers;hbo-propedeuse;7.4;6.7;5.9;6.0;6.19;82;geselecteerd
10523;10523.0;2022;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & techniek;7.2;6.3;6.75;5.88;6.18;85;geselecteerd
10524;10524.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel cultuur & maatschappij;6.1;6.4;5.1;6.05;5.96;106;geselecteerd
10525;;2022;B Gezondheidswetenschappen;DEMO;man;19;Turkije;vwo profiel cultuur & maatschappij;7.0;3.7;3.3;4.37;3.96;330;niet geselecteerd
10526;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel economie & maatschappij;6.9;5.6;5.9;5.32;5.52;151;niet geselecteerd
10527;;2022;B Gezondheidswetenschappen;DEMO;man;22;Nederland;hbo-propedeuse;5.9;5.05;4.2;5.18;4.94;223;niet geselecteerd
10528;10528.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;8.0;6.2;6.05;7.18;6.66;37;geselecteerd
10529;;2022;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & gezondheid;7.1;5.4;4.7;4.98;5.05;212;niet geselecteerd
10530;;2022;B Gezondheidswetenschappen;DEMO;man;19;overig niet-westers;vwo profiel economie & maatschappij;7.3;5.35;5.1;4.7;4.97;222;niet geselecteerd
10531;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;overig niet-westers;anders;6.7;2.9;3.95;2.63;2.98;397;niet geselecteerd
10532;;2022;B Gezondheidswetenschappen;DEMO;vrouw;22;Nederland;vwo profiel economie & maatschappij;7.3;5.0;5.15;4.8;4.93;224;niet geselecteerd
10533;;2022;B Gezondheidswetenschappen;DEMO;man;17;westerse achtergrond;vwo profiel natuur & gezondheid;7.8;5.95;5.05;5.43;5.51;154;niet geselecteerd
10534;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;westerse achtergrond;vwo profiel natuur & gezondheid;8.6;4.8;4.3;4.87;4.74;250;niet geselecteerd
10535;;2022;B Gezondheidswetenschappen;DEMO;man;19;Suriname/Antillen;vwo profiel natuur & gezondheid;7.5;2.5;3.2;3.88;3.33;381;niet geselecteerd
10536;;2022;B Gezondheidswetenschappen;DEMO;man;18;Nederland;vwo profiel cultuur & maatschappij;5.8;5.6;5.45;5.07;5.3;182;niet geselecteerd
10537;;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & gezondheid;7.6;3.35;3.85;4.02;3.78;345;niet geselecteerd
10538;10538.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel cultuur & maatschappij;6.5;6.55;6.45;6.85;6.68;35;geselecteerd
10539;;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;6.6;4.25;3.9;3.43;3.77;347;niet geselecteerd
10540;;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;Turkije;vwo profiel natuur & gezondheid;5.0;4.95;4.35;5.02;4.86;234;niet geselecteerd
10541;10541.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;7.1;6.4;5.65;6.02;6.06;94;geselecteerd
10542;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;7.6;4.9;4.8;4.67;4.76;249;niet geselecteerd
10543;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;7.5;4.45;4.6;3.63;4.07;321;niet geselecteerd
10544;;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;westerse achtergrond;vwo profiel natuur & techniek;6.5;5.4;4.45;4.38;4.7;259;niet geselecteerd
10545;;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & techniek;6.9;4.85;5.8;4.83;5.03;214;niet geselecteerd
10546;;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;7.3;5.2;4.95;4.72;4.91;228;niet geselecteerd
10547;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;6.9;4.3;5.75;4.83;4.86;235;niet geselecteerd
10548;10548.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel economie & maatschappij;8.2;6.3;7.2;7.28;6.97;22;geselecteerd
10549;10549.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;hbo-propedeuse;6.2;6.7;6.35;7.47;7.01;21;geselecteerd
10550;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;westerse achtergrond;vwo profiel natuur & gezondheid;7.6;3.05;2.5;3.42;3.12;390;niet geselecteerd
10551;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;7.4;5.7;5.45;5.83;5.72;134;niet geselecteerd
10552;10552.0;2022;B Gezondheidswetenschappen;DEMO;man;17;Nederland;vwo profiel economie & maatschappij;7.3;6.9;6.4;6.3;6.5;53;geselecteerd
10553;;2022;B Gezondheidswetenschappen;DEMO;man;18;Nederland;vwo profiel economie & maatschappij;6.5;4.55;4.7;3.78;4.2;311;niet geselecteerd
10554;10554.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & techniek;6.6;6.15;5.85;6.1;6.06;95;geselecteerd
10555;;2022;B Gezondheidswetenschappen;DEMO;man;17;Nederland;vwo profiel natuur & techniek;7.3;4.75;4.75;3.73;4.24;306;niet geselecteerd
10556;10556.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;7.0;6.75;5.9;5.32;5.86;119;reserve
10557;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Suriname/Antillen;vwo profiel natuur & gezondheid;7.8;3.65;5.5;5.05;4.72;255;niet geselecteerd
10558;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;westerse achtergrond;vwo profiel natuur & gezondheid;7.5;5.15;5.25;4.97;5.08;208;niet geselecteerd
10559;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;overig niet-westers;vwo profiel natuur & techniek;7.0;3.75;3.85;4.4;4.1;318;niet geselecteerd
10560;10560.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel economie & maatschappij;7.1;6.1;5.25;6.2;5.98;104;geselecteerd
10561;;2022;B Gezondheidswetenschappen;DEMO;man;21;Turkije;vwo profiel cultuur & maatschappij;6.3;4.85;5.5;5.97;5.54;149;niet geselecteerd
10562;;2022;B Gezondheidswetenschappen;DEMO;vrouw;22;Nederland;vwo profiel natuur & techniek;7.3;4.9;6.7;5.53;5.58;144;niet geselecteerd
10563;10563.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel cultuur & maatschappij;7.1;7.25;7.0;7.43;7.29;13;geselecteerd
10564;;2022;B Gezondheidswetenschappen;DEMO;man;20;overig niet-westers;vwo profiel natuur & gezondheid;6.9;6.2;4.6;5.82;5.69;138;niet geselecteerd
10565;;2022;B Gezondheidswetenschappen;DEMO;vrouw;17;westerse achtergrond;vwo profiel cultuur & maatschappij;6.7;3.35;3.0;2.82;3.02;394;niet geselecteerd
10566;;2022;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel economie & maatschappij;8.1;3.25;4.2;4.52;4.08;320;niet geselecteerd
10567;10567.0;2022;B Gezondheidswetenschappen;DEMO;man;19;overig niet-westers;vwo profiel economie & maatschappij;7.2;7.15;5.8;7.2;6.9;27;geselecteerd
10568;10568.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Marokko;vwo profiel natuur & techniek;7.1;5.95;5.65;6.07;5.95;108;geselecteerd
10569;;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Marokko;hbo-propedeuse;6.5;5.05;5.2;5.0;5.06;210;niet geselecteerd
10570;;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel economie & maatschappij;7.4;4.25;4.2;4.6;4.42;288;niet geselecteerd
10571;10571.0;2022;B Gezondheidswetenschappen;DEMO;man;20;westerse achtergrond;vwo profiel cultuur & maatschappij;6.3;7.3;5.65;6.08;6.36;67;geselecteerd
10572;;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;westerse achtergrond;vwo profiel cultuur & maatschappij;7.5;5.15;6.05;5.13;5.32;178;niet geselecteerd
10573;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & techniek;7.4;5.7;3.6;4.48;4.67;265;niet geselecteerd
10574;;2022;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel natuur & gezondheid;7.4;4.85;5.3;4.3;4.66;267;niet geselecteerd
10575;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;hbo-propedeuse;7.2;4.5;4.8;4.83;4.72;256;niet geselecteerd
10576;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;6.6;3.0;3.15;1.75;2.4;411;niet geselecteerd
10577;10577.0;2022;B Gezondheidswetenschappen;DEMO;man;20;Nederland;hbo-propedeuse;5.0;7.6;6.55;7.38;7.28;14;geselecteerd
10578;;2022;B Gezondheidswetenschappen;DEMO;man;17;westerse achtergrond;vwo profiel economie & maatschappij;6.7;3.95;2.5;2.97;3.17;388;niet geselecteerd
10579;;2022;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & gezondheid;5.9;4.3;2.8;3.98;3.84;338;niet geselecteerd
10580;;2022;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;hbo-propedeuse;6.3;3.9;2.8;3.13;3.3;384;niet geselecteerd
10581;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & techniek;7.0;5.15;5.15;5.78;5.47;161;niet geselecteerd
10582;;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;hbo-propedeuse;6.1;6.45;4.55;4.85;5.27;188;niet geselecteerd
10583;10583.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;7.3;5.45;6.05;6.0;5.84;121;reserve
10584;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Turkije;vwo profiel economie & maatschappij;6.4;3.6;5.3;3.72;4.0;326;niet geselecteerd
10585;10585.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;7.3;7.05;6.95;7.03;7.02;20;geselecteerd
10586;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Marokko;vwo profiel cultuur & maatschappij;7.3;4.55;4.6;4.43;4.5;283;niet geselecteerd
10587;;2022;B Gezondheidswetenschappen;DEMO;man;18;Turkije;vwo profiel natuur & gezondheid;7.3;3.25;4.8;3.38;3.62;357;niet geselecteerd
10588;10588.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel natuur & gezondheid;7.4;6.9;4.45;6.35;6.14;89;geselecteerd
10589;10589.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel natuur & gezondheid;6.6;6.35;5.55;5.72;5.88;116;reserve
10590;10590.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;8.0;5.7;7.45;5.98;6.19;83;geselecteerd
10591;10591.0;2022;B Gezondheidswetenschappen;DEMO;man;18;Nederland;vwo profiel cultuur & maatschappij;7.0;5.8;6.25;6.45;6.22;79;geselecteerd
10592;;2022;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel economie & maatschappij;6.5;4.85;5.2;4.6;4.8;245;niet geselecteerd
10593;10593.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel cultuur & maatschappij;6.7;5.7;6.25;6.4;6.16;86;geselecteerd
10594;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;7.0;4.2;3.65;3.57;3.78;346;niet geselecteerd
10595;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;hbo-propedeuse;5.5;4.4;2.35;3.1;3.34;380;niet geselecteerd
10596;10596.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & techniek;7.3;7.65;7.3;7.27;7.39;10;geselecteerd
10597;;2022;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel natuur & gezondheid;7.7;4.45;4.05;2.48;3.38;377;niet geselecteerd
10598;10598.0;2022;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel natuur & gezondheid;7.9;7.55;6.4;8.37;7.73;4;geselecteerd
10599;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;westerse achtergrond;vwo profiel natuur & techniek;7.5;5.25;5.75;5.72;5.58;145;niet geselecteerd
10600;;2022;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel cultuur & maatschappij;7.3;4.6;4.6;4.25;4.42;289;niet geselecteerd
10601;;2022;B Gezondheidswetenschappen;DEMO;man;17;Nederland;vwo profiel cultuur & maatschappij;6.3;2.65;3.55;2.87;2.94;398;niet geselecteerd
10602;;2022;B Gezondheidswetenschappen;DEMO;vrouw;17;Suriname/Antillen;vwo profiel natuur & gezondheid;7.3;5.3;5.05;5.05;5.12;202;niet geselecteerd
10603;;2022;B Gezondheidswetenschappen;DEMO;anders;20;Nederland;vwo profiel natuur & gezondheid;8.2;4.95;4.3;4.08;4.39;293;niet geselecteerd
10604;;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel cultuur & maatschappij;6.8;3.0;2.7;3.12;3.0;396;niet geselecteerd
10605;;2022;B Gezondheidswetenschappen;DEMO;man;19;Marokko;vwo profiel natuur & gezondheid;6.8;4.45;5.85;4.95;4.98;220;niet geselecteerd
10606;;2022;B Gezondheidswetenschappen;DEMO;vrouw;17;Suriname/Antillen;vwo profiel natuur & techniek;6.8;2.8;3.8;3.5;3.35;379;niet geselecteerd
10607;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Marokko;vwo profiel economie & maatschappij;6.4;2.85;3.65;2.12;2.64;409;niet geselecteerd
10608;;2022;B Gezondheidswetenschappen;DEMO;man;19;westerse achtergrond;vwo profiel natuur & gezondheid;8.8;2.7;3.75;3.13;3.12;391;niet geselecteerd
10609;;2022;B Gezondheidswetenschappen;DEMO;anders;18;Nederland;vwo profiel economie & maatschappij;7.5;5.0;3.65;4.08;4.27;303;niet geselecteerd
10610;;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Marokko;vwo profiel natuur & gezondheid;6.9;4.55;4.6;5.07;4.82;242;niet geselecteerd
10611;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;hbo-propedeuse;6.2;4.4;5.3;2.97;3.86;336;niet geselecteerd
10612;;2022;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel natuur & techniek;7.0;3.4;1.95;2.93;2.88;401;niet geselecteerd
10613;10613.0;2022;B Gezondheidswetenschappen;DEMO;man;18;Nederland;vwo profiel cultuur & maatschappij;7.7;5.9;5.25;6.13;5.88;117;reserve
10614;10614.0;2022;B Gezondheidswetenschappen;DEMO;man;17;Nederland;vwo profiel cultuur & maatschappij;7.2;6.1;7.1;7.03;6.76;33;geselecteerd
10615;;2022;B Gezondheidswetenschappen;DEMO;vrouw;22;Nederland;vwo profiel economie & maatschappij;6.9;4.05;4.3;3.27;3.71;351;niet geselecteerd
10616;10616.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel cultuur & maatschappij;6.8;7.0;4.8;6.52;6.32;71;geselecteerd
10617;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;anders;6.2;3.3;5.05;3.63;3.81;342;niet geselecteerd
10618;10618.0;2022;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & gezondheid;6.2;7.6;7.4;8.07;7.8;2;geselecteerd
10619;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Turkije;vwo profiel cultuur & maatschappij;7.0;4.75;4.15;4.62;4.57;280;niet geselecteerd
10620;10620.0;2022;B Gezondheidswetenschappen;DEMO;man;20;Suriname/Antillen;vwo profiel cultuur & maatschappij;6.7;5.85;7.15;6.2;6.28;75;geselecteerd
10621;;2022;B Gezondheidswetenschappen;DEMO;man;21;Turkije;vwo profiel natuur & techniek;7.6;4.9;4.65;3.4;4.1;319;niet geselecteerd
10622;10622.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;7.0;5.85;5.7;5.83;5.81;126;reserve
10623;10623.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Marokko;vwo profiel natuur & gezondheid;6.5;5.95;5.15;6.23;5.93;110;geselecteerd
10624;;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;overig niet-westers;vwo profiel natuur & gezondheid;5.9;5.85;5.4;4.53;5.1;206;niet geselecteerd
10625;;2022;B Gezondheidswetenschappen;DEMO;vrouw;22;Nederland;vwo profiel cultuur & maatschappij;5.9;5.95;4.9;5.15;5.34;176;niet geselecteerd
10626;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;7.2;4.6;3.7;3.63;3.94;332;niet geselecteerd
10627;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;5.9;4.5;5.1;4.55;4.64;269;niet geselecteerd
10628;10628.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;hbo-propedeuse;6.0;7.6;5.9;5.72;6.32;72;geselecteerd
10629;;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel cultuur & maatschappij;7.2;3.15;4.2;3.6;3.58;363;niet geselecteerd
10630;10630.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;6.6;6.0;6.1;6.68;6.36;68;geselecteerd
10631;;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel cultuur & maatschappij;6.2;3.75;2.85;2.35;2.87;402;niet geselecteerd
10632;10632.0;2022;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel cultuur & maatschappij;6.6;6.45;4.6;5.87;5.79;127;reserve
10633;10633.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;7.4;5.4;6.35;6.05;5.91;112;reserve
10634;10634.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel cultuur & maatschappij;6.8;5.95;6.85;6.82;6.56;49;geselecteerd
10635;10635.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;6.8;7.3;7.0;7.93;7.56;6;geselecteerd
10636;;2022;B Gezondheidswetenschappen;DEMO;man;18;Suriname/Antillen;vwo profiel natuur & techniek;7.5;4.35;4.8;5.8;5.16;200;niet geselecteerd
10637;;2022;B Gezondheidswetenschappen;DEMO;man;19;Nederland;anders;6.7;4.55;4.35;4.87;4.67;266;niet geselecteerd
10638;;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel cultuur & maatschappij;6.7;4.8;4.65;5.12;4.93;225;niet geselecteerd
10639;10639.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Marokko;vwo profiel natuur & gezondheid;7.9;6.9;6.75;6.77;6.8;30;geselecteerd
10640;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;overig niet-westers;vwo profiel natuur & gezondheid;7.1;3.8;4.35;3.27;3.64;356;niet geselecteerd
10641;;2022;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & gezondheid;7.4;3.5;4.0;4.28;3.99;327;niet geselecteerd
10642;;2022;B Gezondheidswetenschappen;DEMO;man;17;Nederland;hbo-propedeuse;5.8;3.8;4.15;4.02;3.98;328;niet geselecteerd
10643;;2022;B Gezondheidswetenschappen;DEMO;man;18;Nederland;vwo profiel natuur & gezondheid;8.1;6.15;5.05;4.85;5.28;186;niet geselecteerd
10644;;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & gezondheid;7.5;4.0;3.3;3.52;3.62;358;niet geselecteerd
10645;;2022;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel cultuur & maatschappij;6.9;5.0;4.6;4.55;4.7;260;niet geselecteerd
10646;10646.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & gezondheid;7.7;6.3;5.95;5.47;5.82;123;reserve
10647;10647.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Turkije;vwo profiel natuur & gezondheid;6.9;6.6;5.45;5.87;6.0;103;geselecteerd
10648;;2022;B Gezondheidswetenschappen;DEMO;man;19;Marokko;vwo profiel natuur & gezondheid;7.2;3.05;3.75;4.32;3.82;340;niet geselecteerd
10649;10649.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;7.5;6.8;5.65;7.02;6.68;36;geselecteerd
10650;;2022;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel cultuur & maatschappij;7.5;3.85;4.5;4.58;4.35;296;niet geselecteerd
10651;10651.0;2022;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel natuur & gezondheid;8.1;7.0;5.95;7.52;7.05;19;geselecteerd
10652;10652.0;2022;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel cultuur & maatschappij;7.4;5.85;6.05;6.18;6.06;96;geselecteerd
10653;;2022;B Gezondheidswetenschappen;DEMO;vrouw;19;Marokko;vwo profiel natuur & gezondheid;6.5;4.25;5.5;5.05;4.9;230;niet geselecteerd
10654;;2022;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;6.3;6.2;4.95;5.6;5.65;140;niet geselecteerd
10655;;2022;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & gezondheid;6.3;4.7;4.85;5.37;5.06;211;niet geselecteerd
