studentnummer;selectiejaar;opleiding;instellingscode;groep;geslacht;herkomst;hoogste_vooropleiding;gem_eindcijfer_vo;instroom_type
10886;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;6.8;tussenjaar
10887;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;7.5;direct
10888;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10889;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10890;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10891;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10892;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10893;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel cultuur & maatschappij;6.8;tussenjaar
10894;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10895;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10896;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10897;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10898;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10899;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel economie & maatschappij;7.0;tussenjaar
10900;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10901;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10902;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10903;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10904;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10905;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;man;Nederland;vwo profiel cultuur & maatschappij;7.5;direct
10906;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10907;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10908;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10909;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10910;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10911;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;7.3;tussenjaar
10912;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10913;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;6.9;direct
10914;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10915;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10916;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10917;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10918;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10919;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10920;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10921;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10922;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10923;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10924;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10925;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10926;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10927;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10928;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;6.8;direct
10929;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10930;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10931;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;7.2;direct
10932;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10933;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & techniek;6.3;direct
10934;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10935;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel cultuur & maatschappij;6.2;direct
10936;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10937;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel cultuur & maatschappij;7.6;tussenjaar
10938;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10939;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10940;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10941;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10942;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10943;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10944;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10945;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10946;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10947;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10948;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;man;westerse achtergrond;vwo profiel natuur & gezondheid;6.8;direct
10949;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10950;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10951;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;7.0;direct
10952;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10953;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10954;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10955;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Turkije;vwo profiel cultuur & maatschappij;7.8;direct
10956;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10957;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10958;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10959;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10960;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10961;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10962;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10963;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & techniek;7.3;tussenjaar
10964;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;7.2;tussenjaar
10965;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10966;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10967;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10968;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10969;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10970;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10971;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10972;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10973;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10974;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;8.1;tussenjaar
10975;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10976;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10977;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & techniek;6.8;direct
10978;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;overig niet-westers;vwo profiel natuur & gezondheid;7.5;direct
10979;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10980;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10981;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10982;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10983;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;8.0;tussenjaar
10984;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10985;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10986;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10987;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10988;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10989;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10990;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10991;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10992;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10993;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10994;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10995;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10996;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;man;Nederland;hbo-propedeuse;5.5;switcher
10997;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10998;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10999;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel economie & maatschappij;6.0;direct
11000;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11001;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11002;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;7.6;direct
11003;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11004;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11005;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11006;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;man;Nederland;vwo profiel cultuur & maatschappij;7.3;direct
11007;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11008;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11009;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11010;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11011;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11012;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11013;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11014;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11015;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & techniek;6.5;direct
11016;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel economie & maatschappij;6.7;direct
11017;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11018;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;6.3;direct
11019;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11020;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11021;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;overig niet-westers;vwo profiel economie & maatschappij;6.1;tussenjaar
11022;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11023;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11024;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & techniek;7.4;tussenjaar
11025;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11026;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;westerse achtergrond;hbo-propedeuse;6.3;switcher
11027;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11028;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;hbo-propedeuse;7.5;switcher
11029;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11030;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11031;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel economie & maatschappij;5.8;direct
11032;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11033;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11034;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11035;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;8.1;tussenjaar
11036;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11037;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11038;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11039;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11040;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11041;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11042;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11043;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel cultuur & maatschappij;6.3;tussenjaar
11044;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;man;Nederland;vwo profiel cultuur & maatschappij;7.7;direct
11045;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11046;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;6.9;direct
11047;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;man;Nederland;vwo profiel natuur & techniek;7.8;direct
11048;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11049;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11050;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;6.5;direct
11051;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11052;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11053;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11054;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel cultuur & maatschappij;6.9;tussenjaar
11055;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11056;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11057;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11058;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11059;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11060;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11061;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11062;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel cultuur & maatschappij;7.0;direct
11063;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11064;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11065;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11066;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel natuur & techniek;7.9;direct
11067;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11068;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & techniek;7.3;direct
11069;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11070;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel cultuur & maatschappij;6.9;tussenjaar
11071;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel economie & maatschappij;6.7;tussenjaar
11072;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;8.0;direct
11073;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11074;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;7.2;direct
11075;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11076;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11077;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;6.8;tussenjaar
11078;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11079;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Suriname/Antillen;vwo profiel economie & maatschappij;7.2;direct
11080;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11081;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;overig niet-westers;vwo profiel natuur & gezondheid;6.8;direct
11082;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11083;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11084;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;8.3;direct
11085;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11086;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11087;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11088;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11089;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11090;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11091;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11092;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel economie & maatschappij;8.2;direct
11093;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;man;Nederland;vwo profiel economie & maatschappij;6.6;direct
11094;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11095;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11096;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11097;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & techniek;6.7;tussenjaar
11098;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11099;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11100;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;man;Nederland;vwo profiel economie & maatschappij;6.8;direct
11101;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11102;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11103;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;6.1;tussenjaar
11104;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11105;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11106;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11107;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11108;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11109;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11110;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11111;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;7.2;tussenjaar
11112;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;6.5;direct
11113;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & techniek;7.8;direct
11114;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & techniek;6.6;direct
11115;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Nederland;hbo-propedeuse;6.5;switcher
11116;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11117;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11118;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11119;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel economie & maatschappij;6.0;tussenjaar
11120;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;7.1;direct
11121;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11122;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11123;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11124;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11125;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & techniek;8.0;direct
11126;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11127;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;man;Suriname/Antillen;vwo profiel natuur & gezondheid;6.4;tussenjaar
11128;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & techniek;8.3;direct
11129;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;hbo-propedeuse;6.1;switcher
11130;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11131;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11132;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11133;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11134;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;7.8;direct
11135;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11136;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;hbo-propedeuse;6.9;switcher
11137;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11138;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11139;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11140;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11141;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Turkije;vwo profiel cultuur & maatschappij;7.7;direct
11142;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11143;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11144;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11145;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11146;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Suriname/Antillen;vwo profiel natuur & techniek;6.5;direct
11147;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11148;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
11149;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;anders;6.9;tussenjaar
11150;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel economie & maatschappij;6.8;direct
11151;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
